,imdb_title_id,title,original_title,year,date_published,genre,country,avg_vote,votes,budget,usa_gross_income,metascore,reviews_from_users,reviews_from_critics
14381,tt0118884,Contact,Contact,1997,11/26/1997,"Drama, Mystery, Sci-Fi",USA,7.4,249088,"$90,000,000 ","$100,920,329 ",62.0,705.0,173.0
53689,tt0120660,Nemico pubblico,Enemy of the State,1998,1/15/1999,"Action, Thriller",USA,7.3,223789,"$90,000,000 ","$111,549,836 ",67.0,451.0,90.0
45145,tt1080016,L'era glaciale 3 - L'alba dei dinosauri,Ice Age: Dawn of the Dinosaurs,2009,8/28/2009,"Animation, Adventure, Comedy",USA,6.9,218699,"$90,000,000 ","$196,573,705 ",50.0,151.0,182.0
68900,tt0416236,Spiderwick - Le cronache,The Spiderwick Chronicles,2008,3/21/2008,"Action, Adventure, Drama",USA,6.5,86673,"$90,000,000 ","$71,195,053 ",62.0,145.0,193.0
78810,tt6587640,Trolls World Tour,Trolls World Tour,2020,4/10/2020,"Animation, Adventure, Comedy",USA,6.1,11890,"$90,000,000 ",,51.0,228.0,93.0
68895,tt4633694,Spider-Man: Un nuovo universo,Spider-Man: Into the Spider-Verse,2018,12/25/2018,"Animation, Action, Adventure",USA,8.4,335892,"$90,000,000 ","$190,241,310 ",87.0,1828.0,397.0
58377,tt1854564,Percy Jackson e gli dei dell'Olimpo - Il mare dei mostri,Percy Jackson: Sea of Monsters,2013,9/12/2013,"Adventure, Family, Fantasy",USA,5.8,108432,"$90,000,000 ","$68,559,554 ",39.0,234.0,192.0
46778,tt0118972,L'ombra del diavolo,The Devil's Own,1997,3/26/1997,"Action, Crime, Drama",USA,6.2,57594,"$90,000,000 ","$42,868,348 ",53.0,129.0,72.0
73208,tt0407887,The Departed - Il bene e il male,The Departed,2006,10/27/2006,"Crime, Drama, Thriller",USA,8.5,1159703,"$90,000,000 ","$132,384,315 ",85.0,2340.0,289.0
57894,tt0129290,Patch Adams,Patch Adams,1998,3/19/1999,"Biography, Comedy, Drama",USA,6.8,102479,"$90,000,000 ","$135,026,902 ",25.0,416.0,55.0
4689,tt0141907,Amori in città... e tradimenti in campagna,Town & Country,2001,5/25/2001,"Comedy, Romance",USA,4.5,4626,"$90,000,000 ","$6,719,973 ",34.0,94.0,62.0
23251,tt0418689,Flags of Our Fathers,Flags of Our Fathers,2006,11/10/2006,"Action, Adventure, Drama",USA,7.0,116024,"$90,000,000 ","$33,602,376 ",79.0,435.0,270.0
12755,tt0064160,"Cherry, Harry & Raquel!","Cherry, Harry & Raquel!",1969,1972,"Action, Comedy",USA,5.5,1087,"$90,000 ",,,13.0,15.0
76548,tt5980638,The Transcendents,The Transcendents,2018,6/19/2020,"Music, Mystery, Thriller",USA,9.2,1450,"$90,000 ","$1,090 ",,3.0,4.0
38137,tt1815776,Kill Me Now,Kill Me Now,2012,12/5/2012,"Comedy, Horror",USA,6.0,183,"$90,000 ",,,3.0,3.0
46486,tt0049035,Lo scassinatore,The Burglar,1957,2/7/1958,"Drama, Film-Noir, Thriller",USA,6.6,1216,"$90,000 ",,,23.0,21.0
78394,tt0096142,Tragica notte al bowling,Sorority Babes in the Slimeball Bowl-O-Rama,1988,1/29/1988,"Comedy, Horror",USA,5.0,3171,"$90,000 ",,,62.0,48.0
47675,tt0068833,L'ultima casa a sinistra,The Last House on the Left,1972,6/20/1973,"Horror, Thriller",USA,6.0,31810,"$90,000 ",,68.0,487.0,201.0
39776,tt0092910,La casetta degli orrori,Doom Asylum,1988,3/1/1988,"Comedy, Horror",USA,4.5,1110,"$90,000 ",,,37.0,48.0
59490,tt0080391,Pomodori assassini,Attack of the Killer Tomatoes!,1978,12/25/1978,"Adventure, Comedy, Horror",USA,4.7,12310,"$90,000 ",,9.0,105.0,68.0
46702,tt0055019,L'odio esplode a Dallas,The Intruder,1962,1/17/1963,Drama,USA,7.6,2874,"$90,000 ",,,62.0,55.0
59833,tt1218509,Prank,Prank,2008,2008,Horror,USA,5.0,136,"$90,000 ",,,,
4540,tt0059486,Ammutinamento nello spazio,Mutiny in Outer Space,1965,3/3/1965,"Horror, Sci-Fi",USA,5.0,359,"$90,000 ",,,17.0,8.0
42221,tt0069239,La stagione della strega,Hungry Wives,1972,4/18/1973,Drama,USA,5.5,2422,"$90,000 ",,40.0,57.0,50.0
19307,tt3963812,Dragonfly,Dragonfly,2016,4/21/2016,Drama,USA,4.7,111,"$90,000 ",,,5.0,4.0
73925,tt6803180,The Grave Caller,The Grave Caller,2017,10/10/2018,Horror,USA,5.3,281,"$90,000 ",,,,3.0
67678,tt0093991,Slave Girls,Slave Girls from Beyond Infinity,1987,9/18/1987,"Action, Adventure, Comedy",USA,4.5,1212,"$90,000 ",,,26.0,42.0
79043,tt2073131,Tunnel Vision,Tunnel Vision,2013,1/22/2013,"Crime, Drama, Thriller",USA,4.2,197,"$90,000 ",,,8.0,2.0
6587,tt0128059,Aurora,Aurora,1998,5/25/1998,"Adventure, Sci-Fi",USA,3.5,192,"$90,000 ",,,23.0,
19935,tt0780506,"Easter Bunny, Kill! Kill!","Easter Bunny, Kill! Kill!",2006,8/4/2006,Horror,USA,4.7,481,"$90,000 ",,,20.0,61.0
48446,tt0051885,Macabro,Macabre,1958,10/1/1958,"Horror, Thriller",USA,5.8,981,"$90,000 ",,,34.0,22.0
3740,tt1833637,All Dark Places,All Dark Places,2012,6/26/2012,"Horror, Thriller",USA,2.9,222,"$90,000 ",,,8.0,10.0
73320,tt0082279,The Dorm That Dripped Blood,The Dorm That Dripped Blood,1982,4/2/1982,"Horror, Mystery, Thriller",USA,5.1,1759,"$90,000 ",,,51.0,70.0
27996,tt0093165,Heat and Sunlight,Heat and Sunlight,1987,11/1/1988,Drama,USA,5.2,124,"$90,000 ",,,4.0,2.0
13119,tt0085333,Christine - La macchina infernale,Christine,1983,3/1/1984,"Horror, Thriller",USA,6.7,69722,"$9,700,000 ","$21,017,849 ",57.0,289.0,179.0
33097,tt0985695,Il profumo del successo,The Smell of Success,2009,1/20/2009,Comedy,USA,5.3,1098,"$9,600,000 ",,,12.0,3.0
74834,tt0343996,The Lost City,The Lost City,2005,11/17/2006,"Drama, Romance",USA,6.6,9122,"$9,600,000 ","$2,484,186 ",47.0,170.0,46.0
28663,tt0024124,His Private Secretary,His Private Secretary,1933,6/10/1933,"Comedy, Romance",USA,5.7,578,"$9,600 ",,,25.0,8.0
19631,tt0080889,Due sotto il divano,Hopscotch,1980,10/10/1980,"Adventure, Comedy",USA,7.1,6839,"$9,500,000 ",,,76.0,28.0
77293,tt0438365,Three Days to Vegas,Three Days to Vegas,2007,2007,"Comedy, Romance",USA,4.7,264,"$9,500,000 ",,,8.0,5.0
62226,tt1612319,Re-Kill,Re-Kill,2015,10/16/2015,"Action, Horror",USA,5.0,2428,"$9,500,000 ",,,36.0,21.0
54691,tt0324216,Non aprite quella porta,The Texas Chainsaw Massacre,2003,11/28/2003,Horror,USA,6.2,128106,"$9,500,000 ","$80,571,655 ",38.0,748.0,241.0
59782,tt0114168,Powder - Un incontro straordinario con un altro essere,Powder,1995,7/12/1996,"Drama, Fantasy, Mystery",USA,6.6,28116,"$9,500,000 ","$30,862,156 ",,168.0,36.0
80000,tt1507564,Un nuovo amico per Whitney Brown,The Greening of Whitney Brown,2011,1/18/2015,"Adventure, Family",USA,5.2,545,"$9,500,000 ",,33.0,6.0,4.0
8037,tt0086946,Beat Street,Beat Street,1984,6/8/1984,"Drama, Music",USA,6.5,3415,"$9,500,000 ","$16,595,791 ",68.0,33.0,18.0
15214,tt0100935,Cuore selvaggio,Wild at Heart,1990,10/26/1990,"Comedy, Crime, Drama",USA,7.2,81156,"$9,500,000 ","$14,560,247 ",52.0,234.0,126.0
53685,tt0097276,"Nemici, una storia d'amore","Enemies, A Love Story",1989,12/13/1989,"Comedy, Drama, Romance",USA,6.6,1957,"$9,500,000 ","$7,754,571 ",,14.0,15.0
34820,tt0772173,Interkosmos,Interkosmos,2006,12/6/2015,"Drama, History, Music",USA,6.0,107,"$9,500 ",,,1.0,6.0
61206,tt0057193,"Questo pazzo, pazzo, pazzo, pazzo mondo",It's a Mad Mad Mad Mad World,1963,4/16/1964,"Action, Adventure, Comedy",USA,7.5,37207,"$9,400,000 ","$46,332,858 ",59.0,399.0,73.0
4535,tt0089175,Ammazzavampiri,Fright Night,1985,2/6/1986,"Fantasy, Horror, Thriller",USA,7.1,58258,"$9,000,000 ","$24,922,237 ",62.0,320.0,162.0
14617,tt0091949,Corto circuito,Short Circuit,1986,12/20/1986,"Comedy, Family, Sci-Fi",USA,6.7,55783,"$9,000,000 ","$40,697,761 ",50.0,113.0,52.0
31329,tt2378507,Il castello di vetro,The Glass Castle,2017,12/6/2018,"Biography, Drama",USA,7.1,28388,"$9,000,000 ","$17,273,059 ",56.0,142.0,162.0
11224,tt0106309,Caccia mortale,Joshua Tree,1993,8/13/1993,"Action, Adventure, Crime",USA,5.7,5205,"$9,000,000 ",,,34.0,20.0
4881,tt0096200,Ancora insieme,Sweet Hearts Dance,1988,9/23/1988,"Comedy, Drama, Romance",USA,5.7,770,"$9,000,000 ","$3,790,493 ",,10.0,6.0
43006,tt0088256,Ladro di donne,Thief of Hearts,1984,10/19/1984,"Drama, Thriller, Crime",USA,5.8,1544,"$9,000,000 ","$10,435,015 ",,23.0,9.0
32543,tt0441007,Il mio sogno più grande,Gracie,2007,7/18/2008,"Biography, Drama, Sport",USA,6.1,4000,"$9,000,000 ","$2,956,339 ",52.0,27.0,63.0
63677,tt0128445,Rushmore,Rushmore,1998,2/19/1999,"Comedy, Drama, Romance",USA,7.7,165893,"$9,000,000 ","$17,105,219 ",86.0,666.0,190.0
74717,tt0100003,The Lemon Sisters,The Lemon Sisters,1989,8/31/1990,"Comedy, Drama",USA,5.2,697,"$9,000,000 ","$3,473,905 ",,2.0,3.0
30010,tt0104743,I dinamitardi,Live Wire,1992,9/24/1992,"Action, Drama, Thriller",USA,5.7,3175,"$9,000,000 ",,,28.0,9.0
40832,tt4913966,La Llorona - Le lacrime del male,The Curse of la Llorona,2019,4/17/2019,"Horror, Mystery, Thriller",USA,5.3,35088,"$9,000,000 ","$54,733,739 ",41.0,527.0,217.0
6647,tt0104418,Autostrada per l'inferno,Highway to Hell,1991,3/13/1992,"Adventure, Comedy, Fantasy",USA,6.0,3832,"$9,000,000 ","$26,055 ",,54.0,34.0
10677,tt0080474,Brubaker,Brubaker,1980,6/20/1980,"Crime, Drama",USA,7.2,15651,"$9,000,000 ","$37,121,708 ",54.0,57.0,33.0
32912,tt0050562,Il pilota razzo e la bella siberiana,Jet Pilot,1957,1/31/1958,"Action, Drama, Romance",USA,5.7,2117,"$9,000,000 ",,,60.0,23.0
74616,tt1605803,The Last Ride,The Last Ride,2011,6/22/2012,"Biography, Drama, Music",USA,5.8,761,"$9,000,000 ","$27,000 ",45.0,16.0,16.0
81133,tt0116828,Uomini spietati,The Last Days of Frankie the Fly,1996,1/15/1997,"Comedy, Crime, Drama",USA,5.5,1676,"$9,000,000 ",,,21.0,7.0
48442,tt0076342,Mac Arthur il generale ribelle,MacArthur,1977,7/15/1977,"Biography, Drama, History",USA,6.6,4240,"$9,000,000 ",,,30.0,12.0
63243,tt0076636,Rollercoaster il grande brivido,Rollercoaster,1977,12/16/1977,"Action, Crime, Drama",USA,6.3,5547,"$9,000,000 ",,,90.0,54.0
31412,tt0057952,Il circo e la sua grande avventura,Circus World,1964,1/16/1965,"Drama, Western",USA,6.2,2260,"$9,000,000 ",,,26.0,8.0
33903,tt0067093,Il violinista sul tetto,Fiddler on the Roof,1971,12/11/1971,"Drama, Family, Musical",USA,8.0,38350,"$9,000,000 ","$10,404,330 ",67.0,170.0,74.0
51293,tt0119215,Missione Hamburger,Good Burger,1997,7/25/1997,"Comedy, Family",USA,5.7,25675,"$9,000,000 ","$23,712,993 ",41.0,105.0,33.0
82038,tt1068678,Veronika decide di morire,Veronika Decides to Die,2009,1/20/2015,"Drama, Romance",USA,6.4,12038,"$9,000,000 ",,,45.0,22.0
18905,tt0099832,Doppia identità,Impulse,1990,4/6/1990,"Crime, Drama, Thriller",USA,5.6,1147,"$9,000,000 ","$2,544,504 ",,10.0,9.0
76340,tt0482606,The Strangers,The Strangers,2008,1/2/2009,"Horror, Thriller",USA,6.2,115668,"$9,000,000 ","$52,597,610 ",47.0,809.0,297.0
3767,tt2017038,All Is Lost - Tutto è perduto,All Is Lost,2013,2/6/2014,"Action, Adventure, Drama",USA,6.9,74976,"$9,000,000 ","$6,263,670 ",87.0,396.0,370.0
67569,tt0098343,Skin Deep - Il piacere è tutto mio,Skin Deep,1989,11/3/1989,"Comedy, Drama, Romance",USA,6.2,3941,"$9,000,000 ","$19,674,852 ",,42.0,18.0
9086,tt0094747,Bird,Bird,1988,9/23/1988,"Biography, Drama, Music",USA,7.2,11174,"$9,000,000 ","$2,181,286 ",78.0,40.0,31.0
65297,tt0079180,"Scusi, dov'è il West?",The Frisco Kid,1979,11/20/1979,"Comedy, Drama, Western",USA,6.4,8344,"$9,000,000 ","$9,346,177 ",38.0,61.0,23.0
8296,tt0091790,Bella in rosa,Pretty in Pink,1986,9/11/1986,"Comedy, Drama, Romance",USA,6.8,72868,"$9,000,000 ","$40,471,663 ",57.0,179.0,86.0
33313,tt0078919,Il ritorno di Butch Cassidy e Kid,Butch and Sundance: The Early Days,1979,1979,"Comedy, Western",USA,5.7,1284,"$9,000,000 ","$5,136,913 ",,12.0,18.0
29933,tt3733774,I corrotti - The Trust,The Trust,2016,5/13/2016,"Crime, Drama, Thriller",USA,5.4,17382,"$9,000,000 ",,58.0,152.0,87.0
17385,tt7137380,Destroyer,Destroyer,2018,6/6/2019,"Action, Crime, Drama",USA,6.2,23655,"$9,000,000 ","$1,533,324 ",62.0,321.0,220.0
65926,tt0117603,Set It Off - Farsi notare,Set It Off,1996,7/11/1997,"Action, Crime, Drama",USA,6.9,13686,"$9,000,000 ","$36,461,139 ",,86.0,32.0
7708,tt0115624,Barb Wire,Barb Wire,1996,5/3/1996,"Action, Sci-Fi",USA,3.3,24697,"$9,000,000 ","$3,793,614 ",40.0,106.0,89.0
49260,tt0079522,Manhattan,Manhattan,1979,10/31/1979,"Comedy, Drama, Romance",USA,7.9,129186,"$9,000,000 ","$39,946,780 ",83.0,272.0,116.0
71456,tt0088242,Teachers,Teachers,1984,4/18/1985,"Comedy, Drama",USA,6.1,3800,"$9,000,000 ","$27,774,237 ",39.0,39.0,19.0
78586,tt0112744,Tre giorni per la verità,The Crossing Guard,1995,4/26/1996,"Drama, Thriller",USA,6.3,12549,"$9,000,000 ","$868,979 ",46.0,71.0,46.0
50316,tt0209144,Memento,Memento,2000,1/19/2001,"Mystery, Thriller",USA,8.4,1098879,"$9,000,000 ","$25,544,867 ",80.0,2278.0,213.0
30484,tt0087451,I pirati dello spazio,The Ice Pirates,1984,3/16/1984,"Action, Adventure, Comedy",USA,5.7,9691,"$9,000,000 ","$14,255,801 ",44.0,69.0,72.0
13303,tt0074483,"Cielo di piombo, ispettore Callaghan",The Enforcer,1976,2/11/1977,"Action, Crime, Thriller",USA,6.8,40645,"$9,000,000 ","$46,236,000 ",58.0,129.0,68.0
33508,tt0093966,Il siciliano,The Sicilian,1987,10/30/1987,"Action, Crime, Drama",USA,5.4,4564,"$9,000,000 ","$5,406,879 ",,29.0,28.0
9266,tt2883434,Black or White,Black or White,2014,3/5/2015,Drama,USA,6.6,11473,"$9,000,000 ","$21,571,189 ",45.0,65.0,95.0
49201,tt4034228,Manchester by the Sea,Manchester by the Sea,2016,2/16/2017,Drama,USA,7.8,238464,"$9,000,000 ","$47,695,371 ",96.0,806.0,503.0
74078,tt1457765,The Haunting in Connecticut 2: Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia,2013,3/14/2013,"Drama, Horror, Mystery",USA,5.3,15918,"$9,000,000 ",,26.0,70.0,83.0
40484,tt0074812,La fuga di Logan,Logan's Run,1976,12/23/1976,"Action, Sci-Fi",USA,6.8,50788,"$9,000,000 ",,53.0,288.0,152.0
6260,tt0072926,Assassinio sull'Eiger,The Eiger Sanction,1975,5/21/1975,"Action, Crime, Thriller",USA,6.4,17167,"$9,000,000 ","$14,200,000 ",61.0,101.0,52.0
32567,tt0083798,Il mistero del cadavere scomparso,Dead Men Don't Wear Plaid,1982,11/27/1982,"Comedy, Crime, Mystery",USA,6.9,20030,"$9,000,000 ","$18,196,170 ",67.0,118.0,45.0
33580,tt6423362,Il sole è anche una stella,The Sun Is Also a Star,2019,8/8/2019,"Drama, Music, Romance",USA,5.8,5569,"$9,000,000 ","$4,950,029 ",52.0,82.0,68.0
72421,tt0168501,The Best Man,The Best Man,1999,7/28/2000,"Comedy, Drama, Romance",USA,6.8,9071,"$9,000,000 ","$34,102,780 ",61.0,82.0,31.0
6337,tt0804443,Asylum,Asylum,2008,2/3/2009,"Horror, Thriller",USA,4.1,3414,"$9,000,000 ",,,43.0,41.0
81101,tt0427968,Uomini & donne - Tutti dovrebbero venire... almeno una volta!,Trust the Man,2005,11/3/2006,"Comedy, Drama, Romance",USA,5.7,8340,"$9,000,000 ","$1,530,535 ",43.0,66.0,99.0
80694,tt0097243,Un'arida stagione bianca,A Dry White Season,1989,9/20/1989,"Drama, Thriller",USA,7.0,4943,"$9,000,000 ","$3,766,879 ",68.0,39.0,23.0
30994,tt0280760,Igby Goes Down,Igby Goes Down,2002,10/4/2002,"Comedy, Drama",USA,6.9,31680,"$9,000,000 ","$4,777,465 ",72.0,234.0,128.0
26379,tt0064382,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",1969,11/25/1969,"Drama, Musical, Romance",USA,6.9,3084,"$9,000,000 ",,,51.0,10.0
37210,tt0107302,Kalifornia,Kalifornia,1993,12/2/1993,"Crime, Drama, Thriller",USA,6.7,50171,"$9,000,000 ","$2,395,231 ",49.0,188.0,62.0
27375,tt1104733,Hamlet 2,Hamlet 2,2008,8/27/2008,"Comedy, Music",USA,6.3,16421,"$9,000,000 ","$4,886,216 ",54.0,77.0,125.0
58453,tt0087507,Pericolosamente Johnny,Johnny Dangerously,1984,12/21/1984,"Comedy, Crime",USA,6.6,13024,"$9,000,000 ","$17,124,395 ",54.0,68.0,24.0
915,tt0056800,55 giorni a Pechino,55 Days at Peking,1963,10/3/1963,"Action, Adventure, Drama",USA,6.7,5889,"$9,000,000 ",,,60.0,15.0
56878,tt4361050,Ouija: L'origine del male,Ouija: Origin of Evil,2016,10/27/2016,"Drama, Horror, Mystery",USA,6.1,52290,"$9,000,000 ","$35,144,505 ",65.0,188.0,230.0
60108,tt7394816,Primal,Primal,2019,11/8/2019,"Action, Thriller",USA,4.9,4212,"$9,000,000 ",,32.0,88.0,59.0
39394,tt0094862,La bambola assassina,Child's Play,1988,6/17/1989,"Fantasy, Horror, Thriller",USA,6.6,85277,"$9,000,000 ","$33,244,684 ",58.0,351.0,125.0
36534,tt0271582,Joshua,Joshua,2002,4/19/2002,Drama,USA,6.7,1769,"$9,000,000 ","$1,461,635 ",38.0,87.0,18.0
1157,tt0089941,A 30 secondi dalla fine,Runaway Train,1985,8/29/1986,"Action, Adventure, Drama",USA,7.2,26249,"$9,000,000 ","$7,683,620 ",67.0,186.0,73.0
53421,tt0091059,Navigator,Flight of the Navigator,1986,1/22/1987,"Adventure, Comedy, Family",USA,6.9,43387,"$9,000,000 ","$18,564,613 ",64.0,127.0,85.0
26553,tt0060472,Grand Prix,Grand Prix,1966,12/21/1966,"Drama, Sport",USA,7.2,8036,"$9,000,000 ",,72.0,128.0,46.0
23847,tt1151359,Fratelli in erba,Leaves of Grass,2009,9/17/2010,"Comedy, Crime, Drama",USA,6.4,26293,"$9,000,000 ","$70,066 ",58.0,68.0,76.0
26614,tt2950418,Greater,Greater,2016,8/26/2016,"Biography, Family, Sport",USA,7.3,4263,"$9,000,000 ","$2,000,620 ",35.0,51.0,15.0
21581,tt0086450,Essere o non essere,To Be or Not to Be,1983,12/16/1983,"Comedy, Drama, War",USA,6.9,10034,"$9,000,000 ","$13,030,214 ",61.0,40.0,32.0
21296,tt0082334,Entity,The Entity,1982,2/4/1983,"Drama, Horror",USA,6.7,14394,"$9,000,000 ","$13,277,558 ",35.0,145.0,122.0
525,tt0046672,20.000 leghe sotto i mari,"20,000 Leagues Under the Sea",1954,9/12/1955,"Adventure, Drama, Family",USA,7.2,28578,"$9,000,000 ",,83.0,143.0,71.0
53520,tt1105289,Necroville,Necroville,2007,8/31/2007,"Comedy, Horror",USA,4.6,104,"$9,000 ",,,4.0,9.0
52109,tt0376773,Moving,Moving,2002,2002,"Adventure, Comedy",USA,4.4,104,"$9,000 ",,,1.0,4.0
22869,tt3037632,Field Freak,Field Freak,2016,5/4/2016,"Comedy, Horror, Thriller",USA,3.1,274,"$9,000 ",,,12.0,4.0
53927,tt1880418,Newlyweds,Newlyweds,2011,11/4/2011,"Comedy, Drama",USA,6.3,1517,"$9,000 ","$5,000 ",,15.0,15.0
58237,tt6628386,Penny Palabras,Penny Palabras,2018,5/19/2018,"Fantasy, Horror",USA,3.0,142,"$9,000 ",,,7.0,
65326,tt0033726,Se mi vuoi sposami,Honky Tonk,1941,10/1/1941,"Comedy, Crime, Drama",USA,6.6,944,"$899,000 ",,,21.0,5.0
46141,tt0038739,L'invincibile Mc Gurk,The Mighty McGurk,1947,1/2/1947,"Action, Adventure, Comedy",USA,6.3,182,"$896,000 ",,,9.0,
28126,tt0024100,Hell Below,Hell Below,1933,6/9/1933,"Romance, Drama, War",USA,6.6,432,"$895,000 ",,,15.0,5.0
54813,tt0039160,Non tormentarmi più,The Arnelo Affair,1947,2/13/1947,"Crime, Drama, Film-Noir",USA,5.7,257,"$892,000 ",,,17.0,4.0
35376,tt0048217,It's a Dog's Life,It's a Dog's Life,1955,12/23/1955,"Drama, Comedy",USA,6.8,389,"$891,000 ",,,18.0,2.0
79275,tt0134167,Twisted Nightmare,Twisted Nightmare,1987,1/1/1987,Horror,USA,4.4,394,"$890,000 ",,,12.0,18.0
51979,tt0475338,Mortuary,Mortuary,2005,8/8/2005,Horror,USA,3.4,102,"$89,000 ",,,4.0,2.0
47950,tt0022725,L'uomo che ho ucciso,Broken Lullaby,1932,1/24/1932,Drama,USA,7.6,838,"$889,154 ",,,16.0,13.0
34667,tt0033852,Innamorato pazzo,Love Crazy,1941,5/23/1941,"Comedy, Romance",USA,7.5,2632,"$889,000 ",,,45.0,21.0
32782,tt0044503,Il pagliaccio,The Clown,1953,1/16/1953,"Comedy, Drama",USA,6.6,349,"$887,000 ",,,15.0,
23441,tt0028333,Follie d'inverno,Swing Time,1936,2/24/1938,"Comedy, Musical, Romance",USA,7.6,11998,"$886,000 ",,91.0,98.0,74.0
65888,tt0030696,Servizio in camera,Room Service,1938,9/30/1938,Comedy,USA,6.7,4682,"$884,000 ",,,50.0,24.0
66175,tt0041786,Sgomento,The Reckless Moment,1949,3/25/1951,"Crime, Drama, Film-Noir",USA,7.2,4175,"$882,653 ",,,50.0,41.0
39722,tt0043782,La casa del corvo,The Man with a Cloak,1951,5/14/1952,"Crime, Drama, Thriller",USA,6.7,968,"$882,000 ",,,29.0,5.0
13352,tt0352248,Cinderella Man - Una ragione per lottare,Cinderella Man,2005,9/9/2005,"Biography, Drama, History",USA,8.0,173518,"$88,000,000 ","$61,649,911 ",69.0,596.0,214.0
6467,tt0051380,Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,1958,5/18/1958,"Horror, Sci-Fi",USA,5.1,4765,"$88,000 ",,,86.0,47.0
25398,tt0009968,Giglio infranto,Broken Blossoms or The Yellow Man and the Girl,1919,2/23/1923,"Drama, Romance",USA,7.3,9241,"$88,000 ",,,89.0,78.0
58209,tt1347280,Pendragon: Sword of His Father,Pendragon: Sword of His Father,2008,11/1/2008,"Adventure, Fantasy",USA,3.9,303,"$88,000 ",,,10.0,7.0
40439,tt0038680,La fortuna è femmina,Lady Luck,1946,1946,Comedy,USA,6.3,293,"$877,000 ",,,10.0,1.0
32050,tt0053054,Il gioco dell'amore,The Mating Game,1959,10/1/1959,"Comedy, Romance",USA,7.0,1357,"$876,000 ",,,31.0,3.0
78103,tt0039301,Torbidi amori,Dark Delusion,1947,12/19/1947,"Drama, Mystery",USA,6.2,183,"$875,000 ",,,8.0,2.0
21564,tt0059065,Esperimento IS: il mondo si frantuma,Crack in the World,1965,4/15/1965,"Action, Drama, Sci-Fi",USA,6.0,2121,"$873,000 ",,,58.0,36.0
32467,tt0042894,Il messicano,Right Cross,1950,10/6/1950,"Drama, Sport",USA,5.9,387,"$873,000 ",,,5.0,3.0
65361,tt0329575,Seabiscuit - Un mito senza tempo,Seabiscuit,2003,10/31/2003,"Drama, History, Sport",USA,7.3,65913,"$87,000,000 ","$120,277,854 ",72.0,470.0,164.0
7866,tt3946300,Bastard,Bastard,2015,10/18/2015,Horror,USA,4.6,851,"$87,000 ",,,17.0,36.0
35570,tt0041176,Jack il bucaniere,Big Jack,1949,4/12/1949,"Adventure, Western",USA,6.1,170,"$869,000 ",,,4.0,4.0
187,tt0038802,...e un'altra notte ancora,One More Tomorrow,1946,6/1/1946,"Comedy, Drama",USA,6.5,381,"$869,000 ",,,19.0,1.0
31777,tt0047865,Il dubbio dell'anima,Bedevilled,1955,4/28/1955,"Crime, Drama, Film-Noir",USA,4.9,227,"$868,000 ",,,10.0,3.0
61175,tt0032644,Questa è la vita,It's a Date,1940,3/22/1940,"Comedy, Musical, Romance",USA,6.5,509,"$867,000 ",,,14.0,8.0
26930,tt0035958,'Gung Ho!': The Story of Carlson's Makin Island Raiders,'Gung Ho!': The Story of Carlson's Makin Island Raiders,1943,12/20/1943,"Drama, History, War",USA,6.1,1249,"$866,898 ",,,46.0,10.0
43019,tt0033803,Lady Be Good,Lady Be Good,1941,11/10/1941,"Comedy, Music, Musical",USA,6.5,810,"$863,460 ",,,34.0,3.0
29576,tt5575918,Human Zoo,Human Zoo,2020,5/5/2020,"Horror, Reality-TV, Thriller",USA,2.1,241,"$86,000 ",,,34.0,26.0
32612,tt0054283,Il mistero dello scoglio rosso,The Secret of the Purple Reef,1960,2/12/1961,"Crime, Drama",USA,4.3,104,"$86,000 ",,,5.0,1.0
64961,tt0014440,Scaramouche,Scaramouche,1923,2/1/1924,"Drama, Romance",USA,7.0,533,"$858,723 ",,,16.0,4.0
71703,tt0026914,Tentazione bionda,Reckless,1935,4/19/1935,"Drama, Musical, Comedy",USA,6.5,1019,"$858,000 ",,,23.0,13.0
73942,tt0045837,The Great Diamond Robbery,The Great Diamond Robbery,1954,1/29/1954,"Comedy, Crime",USA,5.9,218,"$858,000 ",,,8.0,4.0
9109,tt0033396,Birth of the Blues,Birth of the Blues,1941,11/7/1941,"History, Music, Romance",USA,6.4,341,"$857,283 ",,,13.0,5.0
31373,tt0053993,Il cerchio della violenza,Key Witness,1960,10/6/1960,"Crime, Drama, Mystery",USA,6.2,292,"$857,000 ",,,19.0,2.0
29903,tt0035884,I cinque segreti del deserto,Five Graves to Cairo,1943,4/26/1952,"Thriller, War",USA,7.3,4903,"$855,000 ",,,57.0,40.0
22611,tt0044608,Fearless Fagan,Fearless Fagan,1952,8/15/1952,Comedy,USA,5.9,257,"$855,000 ",,,8.0,1.0
27218,tt0042053,Hai sempre mentito,A Woman's Secret,1949,6/26/1950,"Drama, Film-Noir, Mystery",USA,6.1,1389,"$853,000 ",,,37.0,21.0
11994,tt0023488,Catene,Smilin' Through,1932,9/24/1932,"Drama, Romance",USA,6.9,1100,"$851,000 ",,,23.0,8.0
